transactionId,owner,completedOn,certificates,creditType,issuanceId,issuanceDate,vintage,volume,methodologyCode,methodologyName,projectId,projectName,labels,monitoringPeriodStartDate,monitoringPeriodEndDate,beneficiary,useCountry,usePeriodStartDate,usePeriodEndDate,usePurpose
6ba7b755-7a33-4ee2-95ee-52e85d18e6e5,Climeworks AG,2025-12-08T13:10:04.450Z,PURO_PR_CORC1000+_IS_631817_2025_ad6ec91f-3976-45b6-92da-8ecfb963ea4b_51-69,CORC 1000+,ad6ec91f-3976-45b6-92da-8ecfb963ea4b,2025-12-05,2025,19,C05000000,Geologically stored carbon,631817,Orca plant,CORC 1000+,2025-05-01,2025-08-31,Climeworks customers,Switzerland,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,Retired on behalf of Climeworks customers
18a8fefe-4fa4-45e3-b22d-169597f72ebc,Climeworks AG,2025-12-08T09:54:17.582Z,PURO_PR_CORC1000+_IS_631817_2025_ad6ec91f-3976-45b6-92da-8ecfb963ea4b_36-50,CORC 1000+,ad6ec91f-3976-45b6-92da-8ecfb963ea4b,2025-12-05,2025,15,C05000000,Geologically stored carbon,631817,Orca plant,CORC 1000+,2025-05-01,2025-08-31,Worcester Polytechnic Institute,United Kingdom,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,Retired on behalf of the Worcester Polytechnic Institute
e3b0c980-3f46-4883-a7a0-d6d2efa6f456,Climeworks AG,2025-12-08T09:48:54.830Z,PURO_PR_CORC1000+_IS_631817_2025_ad6ec91f-3976-45b6-92da-8ecfb963ea4b_24-35,CORC 1000+,ad6ec91f-3976-45b6-92da-8ecfb963ea4b,2025-12-05,2025,12,C05000000,Geologically stored carbon,631817,Orca plant,CORC 1000+,2025-05-01,2025-08-31,Verein - Protect our Winters,Switzerland,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,Retired on behalf of Verein - Protect our Winters
2219a8b9-886e-4322-b89e-5b3953c5f619,Climeworks AG,2025-12-08T09:46:36.067Z,PURO_PR_CORC1000+_IS_631817_2025_ad6ec91f-3976-45b6-92da-8ecfb963ea4b_9-23,CORC 1000+,ad6ec91f-3976-45b6-92da-8ecfb963ea4b,2025-12-05,2025,15,C05000000,Geologically stored carbon,631817,Orca plant,CORC 1000+,2025-05-01,2025-08-31,Wenglor Sensoric GmbH,Germany,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,Retired on behalf of Wenglor Sensoric GmbH
7536b631-af21-4e6a-ab4d-e58e5592c673,Climeworks AG,2025-12-08T09:42:58.192Z,PURO_PR_CORC1000+_IS_631817_2025_b8ea9d46-64c6-4cdc-a00c-a537740997f9_105-108,CORC 1000+,b8ea9d46-64c6-4cdc-a00c-a537740997f9,2025-07-08,2025,4,C05000000,Geologically stored carbon,631817,Orca plant,CORC 1000+,2025-03-01,2025-04-30,TomKom GmbH,Switzerland,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,Retired on behalf of TomKom GmbH
7536b631-af21-4e6a-ab4d-e58e5592c673,Climeworks AG,2025-12-08T09:42:58.192Z,PURO_PR_CORC1000+_IS_631817_2025_ad6ec91f-3976-45b6-92da-8ecfb963ea4b_1-8,CORC 1000+,ad6ec91f-3976-45b6-92da-8ecfb963ea4b,2025-12-05,2025,8,C05000000,Geologically stored carbon,631817,Orca plant,CORC 1000+,2025-05-01,2025-08-31,TomKom GmbH,Switzerland,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,Retired on behalf of TomKom GmbH
0bf1b539-44b1-401e-ab0c-56f3192b87a0,Supercritical Tech Ltd,2025-12-08T09:09:15.298Z,PURO_PR_CORC100+_BO_292788_2025_6af7b53d-fd18-4377-87ad-2596277adb3c_4027-4067,CORC 100+,6af7b53d-fd18-4377-87ad-2596277adb3c,2025-09-09,2025,41,C03000000,"Biochar, 2022",292788,"Exomad Green, Riberalta",CORC 100+,2025-08-01,2025-09-01,Anonymous Buyer,Germany,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,"Retired by Supercritical Tech Ltd for Anonymous Buyer in support of net zero strategy, facilitated by Climate Impact Partners "
0bf1b539-44b1-401e-ab0c-56f3192b87a0,Supercritical Tech Ltd,2025-12-08T09:09:15.298Z,PURO_PR_CORC100+_BO_292788_2025_279ce9de-70aa-4f3d-9cc6-8cf1a976a8c6_4528-4812,CORC 100+,279ce9de-70aa-4f3d-9cc6-8cf1a976a8c6,2025-11-19,2025,285,C03000000,"Biochar, 2022",292788,"Exomad Green, Riberalta",CORC 100+,2024-09-07,2025-09-01,Anonymous Buyer,Germany,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,"Retired by Supercritical Tech Ltd for Anonymous Buyer in support of net zero strategy, facilitated by Climate Impact Partners "
0bf1b539-44b1-401e-ab0c-56f3192b87a0,Supercritical Tech Ltd,2025-12-08T09:09:15.298Z,PURO_PR_CORC100+_BO_432524_2025_ade6337f-a33d-4148-b619-f3c3f8943ee7_322-4995,CORC 100+,ade6337f-a33d-4148-b619-f3c3f8943ee7,2025-11-14,2025,4674,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2025-09-12,2025-10-12,Anonymous Buyer,Germany,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,"Retired by Supercritical Tech Ltd for Anonymous Buyer in support of net zero strategy, facilitated by Climate Impact Partners "
fac3c3f5-69f2-4559-b7ca-3fa8974bdd6d,SALT Global Tech Ltd,2025-12-06T11:33:33.979Z,PURO_PR_CORC100+_BR_566645_2025_c6a068e1-538d-4741-9755-54755fa1d495_1-250,CORC 100+,c6a068e1-538d-4741-9755-54755fa1d495,2025-08-08,2025,250,C03000000,"Biochar, 2022",566645,NetZero-003-Brejetuba,CORC 100+,2025-03-01,2025-06-30,Wise Payments Ltd,United Kingdom,2025-04-01T00:00:00.000Z,2026-03-31T00:00:00.000Z,Retired on behalf of Wise Payments Ltd to offset part of FY26 emissions footprint
7684198c-5cfb-4e18-9792-38156d1bf67b,Accend AS,2025-12-05T09:41:53.752Z,PURO_PR_CORC100+_DE_511285_2025_9e7cd4c1-cb10-4743-928d-e31ee57ca892_91-92,CORC 100+,9e7cd4c1-cb10-4743-928d-e31ee57ca892,2025-11-14,2025,2,C03000000,"Biochar, 2022",511285,"Carbon Cycle, 001, Rieden, DE",CORC 100+,2025-06-01,2025-08-31,Bas Hofs,Netherlands,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,Carbon offsetting as a promotional gift
f86494a0-6fbc-42b4-ba36-7eb8c316486d,CEEZER TradeCo GmbH,2025-12-05T09:39:23.500Z,PURO_PR_CORC100+_US_753518_2024_73e58ae0-c441-4d1e-9edc-79ad1dde6e18_3958-4299,CORC 100+,73e58ae0-c441-4d1e-9edc-79ad1dde6e18,2025-11-26,2024,342,C03000000,"Biochar, 2022",753518,Oregon Biochar Solutions,"CORC 100+,Partially withdrawn",2023-11-01,2024-09-30,Celonis SE,Germany,2025-02-01T00:00:00.000Z,2026-01-31T00:00:00.000Z,Celonis climate contribution
d0ef8a2a-fa7f-4b4b-9e23-51fb0125aec5,First Climate (Switzerland) AG,2025-12-04T11:36:24.368Z,PURO_PR_CORC100+_DE_511285_2025_24267230-df10-4c9a-842c-b98f59f3dbcc_489-498,CORC 100+,24267230-df10-4c9a-842c-b98f59f3dbcc,2025-06-30,2025,10,C03000000,"Biochar, 2022",511285,"Carbon Cycle, 001, Rieden, DE",CORC 100+,2025-03-01,2025-05-31,,Germany,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,
d0ef8a2a-fa7f-4b4b-9e23-51fb0125aec5,First Climate (Switzerland) AG,2025-12-04T11:36:24.368Z,PURO_PR_CORC100+_DE_511285_2025_9e7cd4c1-cb10-4743-928d-e31ee57ca892_1-90,CORC 100+,9e7cd4c1-cb10-4743-928d-e31ee57ca892,2025-11-14,2025,90,C03000000,"Biochar, 2022",511285,"Carbon Cycle, 001, Rieden, DE",CORC 100+,2025-06-01,2025-08-31,,Germany,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,
d85cb58e-a46f-4342-8363-291c4b885b99,Supercritical Tech Ltd,2025-12-04T11:13:16.115Z,PURO_PR_CORC100+_IN_301704_2025_184b75e4-bd60-4c9d-877c-c6695ab65832_1433-1481,CORC 100+,184b75e4-bd60-4c9d-877c-c6695ab65832,2025-09-10,2025,49,C03000000,"Biochar, 2022",301704,Varaha Corn Seed Facility 1 : Pooling ID 301704,CORC 100+,2024-05-07,2025-05-15,Vapaus Bikes Finland Oy,Finland,2024-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,49 units retired on behalf of Vapaus Bikes Finland Oy by Supercritical to offset emissions resulting from activities in 2024.
891ea95f-229a-4971-9e9a-210c91ba8e0d,"Cloverly, Inc.",2025-12-02T21:08:15.962Z,PURO_PR_CORC100+_IN_301704_2025_184b75e4-bd60-4c9d-877c-c6695ab65832_1208-1432,CORC 100+,184b75e4-bd60-4c9d-877c-c6695ab65832,2025-09-10,2025,225,C03000000,"Biochar, 2022",301704,Varaha Corn Seed Facility 1 : Pooling ID 301704,CORC 100+,2024-05-07,2025-05-15,,United States,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,
1a2cdd40-6e74-49ae-b909-9c7166fa06d8,Climeworks AG,2025-12-01T10:30:24.279Z,PURO_PR_CORC1000+_IS_631817_2025_b8ea9d46-64c6-4cdc-a00c-a537740997f9_104-104,CORC 1000+,b8ea9d46-64c6-4cdc-a00c-a537740997f9,2025-07-08,2025,1,C05000000,Geologically stored carbon,631817,Orca plant,CORC 1000+,2025-03-01,2025-04-30,AlixPartners,Switzerland,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,Retired on behalf of AlixPartners
112964f8-0bcb-4cf3-90bb-b88d8790f7a5,Net-Zero Richardton LLC,2025-11-28T15:06:45.082Z,PURO_PR_CORC1000+_US_353054_2025_47e310d2-57d8-4453-8ee7-339a53d152ee_1-37528,CORC 1000+,47e310d2-57d8-4453-8ee7-339a53d152ee,2025-11-28,2025,37528,C05000000,Geologically stored carbon,353054,Gevo North Dakota,CORC 1000+,2025-07-01,2025-09-30,Net-Zero Richardton LLC,United States,2025-07-01T00:00:00.000Z,2025-09-30T00:00:00.000Z,Retired for LCFS markets
84140254-3a25-4fa9-b03d-d039453e1c32,Remove Carbon Oy ,2025-11-28T11:28:47.034Z,PURO_PR_CORC100+_GH_816220_2025_11682c3c-8d44-4f3e-8321-5c93552d8cf5_501-501,CORC 100+,11682c3c-8d44-4f3e-8321-5c93552d8cf5,2025-10-14,2025,1,C03000000,"Biochar, 2022",816220,Truecoco Ghana Ltd,CORC 100+,2025-04-01,2025-08-04,20251128-1 - Customers of RemoveCarbonToday.com,Finland,2025-10-31T00:00:00.000Z,2025-11-27T00:00:00.000Z,1 full ton of carbon dioxide removal completed and retired on behalf of RemoveCarbonToday.com customers. Batch 20251128-1.
edfc129a-c4ad-4309-9a6b-dfeb45e62183,O.C.O Technology Limited,2025-11-28T09:10:54.156Z,PURO_PR_CORC1000+_GB_625222_2022_c68b83bc-c959-4844-ba5a-1316e67f6928_643002406801000010000000163979-643002406801000010000000163983,CORC 1000+,c68b83bc-c959-4844-ba5a-1316e67f6928,2023-03-02,2022,5,C09000000,Carbonated Materials,625222,Leeds Production Facility,CORC 1000+,2021-09-01,2022-09-30,"Diab Group, as client of Atmoz Consulting AB",Sweden,2025-11-27T00:00:00.000Z,2026-11-27T00:00:00.000Z,Retired on behalf of Diab Group regarding JEC World 2026
ea68bddd-7fbe-498c-9655-d01e6dd9c8aa,Ecoera AB,2025-11-27T11:20:59.468Z,PURO_PR_CORC100+_SE_706975_2023_01bab363-6502-4bd4-8eb3-c4724521018e_344-436,CORC 100+,01bab363-6502-4bd4-8eb3-c4724521018e,2024-11-12,2023,93,C03000000,"Biochar, 2022",706975,ECOERA Millennium 1 Hammenhög Skånefrö,CORC 100+,2022-08-09,2023-08-01,Ballingslöv International AB,Sweden,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,Retired on behalf of Ballingslöv International AB to offset emissions from activities during 2025
ea68bddd-7fbe-498c-9655-d01e6dd9c8aa,Ecoera AB,2025-11-27T11:20:59.468Z,PURO_PR_CORC100+_SE_706975_2024_b576a1b8-465c-45ef-9eef-a56349211f1c_37-113,CORC 100+,b576a1b8-465c-45ef-9eef-a56349211f1c,2025-11-06,2024,77,C03000000,"Biochar, 2022",706975,ECOERA Millennium 1 Hammenhög Skånefrö,CORC 100+,2023-08-02,2024-03-31,Ballingslöv International AB,Sweden,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,Retired on behalf of Ballingslöv International AB to offset emissions from activities during 2025
ea68bddd-7fbe-498c-9655-d01e6dd9c8aa,Ecoera AB,2025-11-27T11:20:59.468Z,PURO_PR_CORC100+_SE_752025_2024_32aeb0cb-1042-4a8a-a47d-8fd882927212_1-11,CORC 100+,32aeb0cb-1042-4a8a-a47d-8fd882927212,2025-05-22,2024,11,C03000000,"Biochar, 2022",752025,Nuntårp Gård,CORC 100+,2023-07-01,2024-08-31,Ballingslöv International AB,Sweden,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,Retired on behalf of Ballingslöv International AB to offset emissions from activities during 2025
0f30e9a4-8621-4c91-b905-2ad84867b4a9,CUR8 Earth Limited,2025-11-21T22:33:40.998Z,PURO_PR_CORC_NO_350917_2020_ab4ba88d-2805-4915-aa5f-d4af44e55b91_643002406555908610000000037678-643002406555908610000000037705,CORC,ab4ba88d-2805-4915-aa5f-d4af44e55b91,2021-02-11,2020,28,C01000000,Wooden Building Elements,350917,"Moelven Limtre, Moelv",CORC,2019-06-01,2020-11-30,Ascot Racecourse Ltd,United Kingdom,2023-01-01T00:00:00.000Z,2023-01-31T00:00:00.000Z,Compensation for residual carbon emissions for Net Zero Enclosure at Royal Ascot 2023
0f30e9a4-8621-4c91-b905-2ad84867b4a9,CUR8 Earth Limited,2025-11-21T22:33:40.998Z,PURO_PR_CORC100+_BO_432524_2024_71c61feb-9468-47dc-a08a-ac403637c338_4665-4685,CORC 100+,71c61feb-9468-47dc-a08a-ac403637c338,2024-06-27,2024,21,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-03-22,2024-05-29,Ascot Racecourse Ltd,United Kingdom,2023-01-01T00:00:00.000Z,2023-01-31T00:00:00.000Z,Compensation for residual carbon emissions for Net Zero Enclosure at Royal Ascot 2023
3252c5d2-31cd-4029-9836-2fedfa3261d9,CUR8 Earth Limited,2025-11-21T22:17:05.108Z,PURO_PR_CORC_NO_350917_2020_ab4ba88d-2805-4915-aa5f-d4af44e55b91_643002406555908610000000037672-643002406555908610000000037677,CORC,ab4ba88d-2805-4915-aa5f-d4af44e55b91,2021-02-11,2020,6,C01000000,Wooden Building Elements,350917,"Moelven Limtre, Moelv",CORC,2019-06-01,2020-11-30,House 337 Ltd,United Kingdom,2023-01-01T00:00:00.000Z,2023-01-31T00:00:00.000Z,Compensation of CO2e emissions from 2023 E.ON advert production managed by House 337
d3968b51-4beb-48c3-9db7-6d524c6c6b2e,"Cloverly, Inc.",2025-11-20T22:00:20.231Z,PURO_PR_CORC100+_IN_301704_2025_184b75e4-bd60-4c9d-877c-c6695ab65832_1098-1207,CORC 100+,184b75e4-bd60-4c9d-877c-c6695ab65832,2025-09-10,2025,110,C03000000,"Biochar, 2022",301704,Varaha Corn Seed Facility 1 : Pooling ID 301704,CORC 100+,2024-05-07,2025-05-15,,United Kingdom,2024-01-01T00:00:00.000Z,2024-12-31T00:00:00.000Z,
5e4beca2-5a82-4d45-afa6-0564c7a88e20,CUR8 Earth Limited,2025-11-20T16:23:24.226Z,PURO_PR_CORC100+_BO_432524_2024_71c61feb-9468-47dc-a08a-ac403637c338_4660-4664,CORC 100+,71c61feb-9468-47dc-a08a-ac403637c338,2024-06-27,2024,5,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-03-22,2024-05-29,Artichoke Trust,United Kingdom,2022-01-31T00:00:00.000Z,2022-12-31T00:00:00.000Z,In part compensation for the emissions from the creation of public artwork Sanctuary
7e7fdfdf-dc0d-4006-93a8-7b7ec8f236f5,CUR8 Earth Limited,2025-11-20T16:19:49.926Z,PURO_PR_CORC_NO_350917_2020_ab4ba88d-2805-4915-aa5f-d4af44e55b91_643002406555908610000000037667-643002406555908610000000037671,CORC,ab4ba88d-2805-4915-aa5f-d4af44e55b91,2021-02-11,2020,5,C01000000,Wooden Building Elements,350917,"Moelven Limtre, Moelv",CORC,2019-06-01,2020-11-30,Artichoke Trust,United Kingdom,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,In part compensation for the emissions from the creation of public artwork Sanctuary
685bffa4-cf51-4389-9be5-407d1fa0f682,CUR8 Earth Limited,2025-11-20T16:07:32.080Z,PURO_PR_CORC100+_BO_432524_2024_71c61feb-9468-47dc-a08a-ac403637c338_4655-4659,CORC 100+,71c61feb-9468-47dc-a08a-ac403637c338,2024-06-27,2024,5,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-03-22,2024-05-29,AEG Presents Ltd,United Kingdom,2022-01-01T00:00:00.000Z,2022-01-31T00:00:00.000Z,In part compensation of CO2e emissions from All Points East Festival (2022)
ee5502e3-5588-4669-b13b-132dbdf0c896,CUR8 Earth Limited,2025-11-20T15:42:58.085Z,PURO_PR_CORC_NO_350917_2020_ab4ba88d-2805-4915-aa5f-d4af44e55b91_643002406555908610000000037661-643002406555908610000000037666,CORC,ab4ba88d-2805-4915-aa5f-d4af44e55b91,2021-02-11,2020,6,C01000000,Wooden Building Elements,350917,"Moelven Limtre, Moelv",CORC,2019-06-01,2020-11-30,AEG Presents Ltd,United Kingdom,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,In part compensation of CO2e emissions from All Points East Festival (2022)
1b605e84-0a2f-47e1-ba3e-b7b470b62aa2,CUR8 Earth Limited,2025-11-20T15:32:32.012Z,PURO_PR_CORC100+_BO_432524_2024_71c61feb-9468-47dc-a08a-ac403637c338_4648-4654,CORC 100+,71c61feb-9468-47dc-a08a-ac403637c338,2024-06-27,2024,7,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-03-22,2024-05-29,AEG Presents Ltd,United Kingdom,2022-01-01T00:00:00.000Z,2022-01-31T00:00:00.000Z,In part compensation of CO2e emissions from British Summer Time festival (2022)
c3cf02a5-9f66-4fae-b023-b56b11564f97,CUR8 Earth Limited,2025-11-20T15:28:33.798Z,PURO_PR_CORC_NO_350917_2020_ab4ba88d-2805-4915-aa5f-d4af44e55b91_643002406555908610000000037654-643002406555908610000000037660,CORC,ab4ba88d-2805-4915-aa5f-d4af44e55b91,2021-02-11,2020,7,C01000000,Wooden Building Elements,350917,"Moelven Limtre, Moelv",CORC,2019-06-01,2020-11-30,AEG Presents Ltd,United Kingdom,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,In part compensation of CO2e emissions from British Summer Time festival (2022)
52d21187-8139-43cd-8b38-0dbdb55113a6,CUR8 Earth Limited,2025-11-20T15:19:05.283Z,PURO_PR_CORC100+_BO_432524_2024_71c61feb-9468-47dc-a08a-ac403637c338_4634-4647,CORC 100+,71c61feb-9468-47dc-a08a-ac403637c338,2024-06-27,2024,14,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-03-22,2024-05-29,LS Events Ltd,United Kingdom,2022-01-01T00:00:00.000Z,2022-01-31T00:00:00.000Z,In part negation of CO2e emissions from The State Funeral of Her Majesty Queen Elizabeth II
6805a731-ef0f-45b5-a370-de5c314e7ed9,CUR8 Earth Limited,2025-11-20T15:10:51.368Z,PURO_PR_CORC_NO_350917_2020_ab4ba88d-2805-4915-aa5f-d4af44e55b91_643002406555908610000000037640-643002406555908610000000037653,CORC,ab4ba88d-2805-4915-aa5f-d4af44e55b91,2021-02-11,2020,14,C01000000,Wooden Building Elements,350917,"Moelven Limtre, Moelv",CORC,2019-06-01,2020-11-30,LS Events Ltd,United Kingdom,2022-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,In part negation of CO2e emissions from The State Funeral of Her Majesty Queen Elizabeth II
71f59707-19e0-4bdd-a8f4-67b5f50a8295,"Carbon Removal Solutions, Inc (dba Tierra Prieta)",2025-11-19T16:58:21.081Z,PURO_PR_CORC100+_MX_705515_2024_07b56be4-189a-4592-97fc-9b7b27954b9b_268-512,CORC 100+,07b56be4-189a-4592-97fc-9b7b27954b9b,2025-08-25,2024,245,C03000000,"Biochar, 2022",705515,Tierra Prieta - Parras,CORC 100+,2023-06-01,2024-11-30,University of St.Gallen,Switzerland,2025-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,Retired on behalf of University of St.Gallen
f261fa28-6d82-4a41-845f-568c82e22253,"Patch Technologies, Inc.",2025-11-18T18:46:34.869Z,PURO_PR_CORC100+_SE_706975_2024_b576a1b8-465c-45ef-9eef-a56349211f1c_1-36,CORC 100+,b576a1b8-465c-45ef-9eef-a56349211f1c,2025-11-06,2024,36,C03000000,"Biochar, 2022",706975,ECOERA Millennium 1 Hammenhög Skånefrö,CORC 100+,2023-08-02,2024-03-31,On behalf of Patch’s customers and/or their end users,United States,2024-01-01T00:00:00.000Z,2025-12-31T00:00:00.000Z,To mitigate GHG emissions
