transactionId,owner,completedOn,certificates,creditType,issuanceId,issuanceDate,vintage,volume,methodologyCode,methodologyName,projectId,projectName,labels,monitoringPeriodStartDate,monitoringPeriodEndDate,auditor
3dd13ed7-fcab-435a-89a1-ecf34955126b,"Lithos Carbon, Inc.",2025-12-03T12:27:21.317Z,PURO_PR_CORC1000+_US_203380_2025_3dd13ed7-fcab-435a-89a1-ecf34955126b_1-652,CORC 1000+,3dd13ed7-fcab-435a-89a1-ecf34955126b,2025-12-03T12:27:21.317Z,2025,652,C07000000,"Enhanced Rock Weathering, 2022",203380,Lithos Carbon US Southeast ERW Deployment,CORC 1000+,2024-05-19,2025-02-27,Eco Engineers
9d1d7cb2-da62-4c68-9c93-ee545f8edf13,"ReGenerate Livermore Falls, LLC",2025-12-02T12:26:23.303Z,PURO_PR_CORC100+_US_470748_2025_9d1d7cb2-da62-4c68-9c93-ee545f8edf13_1-1745,CORC 100+,9d1d7cb2-da62-4c68-9c93-ee545f8edf13,2025-12-02T12:26:23.303Z,2025,1745,C03000000,"Biochar, 2022",470748,"ReGenerate Livermore Falls, LLC",CORC 100+,2024-11-01,2025-05-31,"350 Solutions, Inc."
14b9f382-1ebb-4abc-9145-fc21dad1872b,Planboo Eco AB,2025-12-01T15:58:47.573Z,PURO_PR_CORC100+_NA_226049_2025_14b9f382-1ebb-4abc-9145-fc21dad1872b_1-1566,CORC 100+,14b9f382-1ebb-4abc-9145-fc21dad1872b,2025-12-01T15:58:47.573Z,2025,1566,C03000000,"Biochar, 2022",226049,Farm Gai Kaisa 159,CORC 100+,2025-01-25,2025-10-13,Earthood Services Limited
63edea75-8cc6-456e-a560-392da337fc96,Aperam Bioenergia Ltda,2025-12-01T15:09:25.759Z,PURO_PR_CORC100+_BR_175613_2025_63edea75-8cc6-456e-a560-392da337fc96_1-16191,CORC 100+,63edea75-8cc6-456e-a560-392da337fc96,2025-12-01T15:09:25.759Z,2025,16191,C03000000,"Biochar, 2022",175613,Aperam BioEnergia,CORC 100+,2024-03-01,2025-03-31,EnergyLink Services Pty Ltd
47e310d2-57d8-4453-8ee7-339a53d152ee,Net-Zero Richardton LLC,2025-11-28T14:46:06.918Z,PURO_PR_CORC1000+_US_353054_2025_47e310d2-57d8-4453-8ee7-339a53d152ee_1-42631,CORC 1000+,47e310d2-57d8-4453-8ee7-339a53d152ee,2025-11-28T14:46:06.918Z,2025,42631,C05000000,Geologically stored carbon,353054,Gevo North Dakota,CORC 1000+,2025-07-01,2025-09-30,"350 Solutions, Inc."
73e58ae0-c441-4d1e-9edc-79ad1dde6e18,GECA Environnement,2025-11-26T10:11:46.375Z,PURO_PR_CORC100+_US_753518_2024_73e58ae0-c441-4d1e-9edc-79ad1dde6e18_1-6926,CORC 100+,73e58ae0-c441-4d1e-9edc-79ad1dde6e18,2025-11-26T10:11:46.375Z,2024,6926,C03000000,"Biochar, 2022",753518,Oregon Biochar Solutions,"CORC 100+,Partially withdrawn",2023-11-01,2024-09-30,Energy Link Services Pty Ltd
d37e90d5-7275-48ab-8bb3-24cbe21b1746,Exomad SRL,2025-11-26T10:09:32.510Z,PURO_PR_CORC100+_BO_292788_2025_d37e90d5-7275-48ab-8bb3-24cbe21b1746_1-8701,CORC 100+,d37e90d5-7275-48ab-8bb3-24cbe21b1746,2025-11-26T10:09:32.510Z,2025,8701,C03000000,"Biochar, 2022",292788,"Exomad Green, Riberalta",CORC 100+,2025-09-02,2025-10-23,EnergyLink Services Pty Ltd
279ce9de-70aa-4f3d-9cc6-8cf1a976a8c6,Exomad SRL,2025-11-19T15:03:39.285Z,PURO_PR_CORC100+_BO_292788_2025_279ce9de-70aa-4f3d-9cc6-8cf1a976a8c6_1-16390,CORC 100+,279ce9de-70aa-4f3d-9cc6-8cf1a976a8c6,2025-11-19T15:03:39.285Z,2025,16390,C03000000,"Biochar, 2022",292788,"Exomad Green, Riberalta",CORC 100+,2024-09-07,2025-09-01,Energy Link Services Pty Ltd
9e7cd4c1-cb10-4743-928d-e31ee57ca892,Accend AS,2025-11-14T17:28:30.489Z,PURO_PR_CORC100+_DE_511285_2025_9e7cd4c1-cb10-4743-928d-e31ee57ca892_1-165,CORC 100+,9e7cd4c1-cb10-4743-928d-e31ee57ca892,2025-11-14T17:28:30.489Z,2025,165,C03000000,"Biochar, 2022",511285,"Carbon Cycle, 001, Rieden, DE",CORC 100+,2025-06-01,2025-08-31,bio.inspecta AG
ade6337f-a33d-4148-b619-f3c3f8943ee7,Exomad SRL,2025-11-14T17:23:41.393Z,PURO_PR_CORC100+_BO_432524_2025_ade6337f-a33d-4148-b619-f3c3f8943ee7_1-10503,CORC 100+,ade6337f-a33d-4148-b619-f3c3f8943ee7,2025-11-14T17:23:41.393Z,2025,10503,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2025-09-12,2025-10-12,Energy Link Services Pty Ltd
13053cc9-fe64-43b9-adcb-f5dd415ae6b4,Accend AS,2025-11-11T14:52:05.902Z,PURO_PR_CORC100+_US_939902_2024_13053cc9-fe64-43b9-adcb-f5dd415ae6b4_1-770,CORC 100+,13053cc9-fe64-43b9-adcb-f5dd415ae6b4,2025-11-11T14:52:05.902Z,2024,770,C03000000,"Biochar, 2022",939902,Wakefield Biochar Facility 3,"CORC 100+,Withdrawn",2023-10-01,2024-09-30,EnergyLink Services Ltd
b576a1b8-465c-45ef-9eef-a56349211f1c,Ecoera AB,2025-11-06T13:48:50.514Z,PURO_PR_CORC100+_SE_706975_2024_b576a1b8-465c-45ef-9eef-a56349211f1c_1-113,CORC 100+,b576a1b8-465c-45ef-9eef-a56349211f1c,2025-11-06T13:48:50.514Z,2024,113,C03000000,"Biochar, 2022",706975,ECOERA Millennium 1 Hammenhög Skånefrö,CORC 100+,2023-08-02,2024-03-31,EnergyLink Services Pty Ltd
f807b283-e9ef-4d60-97d1-5a99aacdd394,Exomad SRL,2025-10-29T12:20:22.928Z,PURO_PR_CORC100+_BO_432524_2025_f807b283-e9ef-4d60-97d1-5a99aacdd394_1-9309,CORC 100+,f807b283-e9ef-4d60-97d1-5a99aacdd394,2025-10-29T12:20:22.928Z,2025,9309,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2025-08-12,2025-09-11,EnergyLink Services Pty Ltd
88521659-23e0-4e69-8d32-e6f14743b680,Varaha ClimateAg,2025-10-23T16:20:46.056Z,PURO_PR_CORC1000+_IN_442197_2025_88521659-23e0-4e69-8d32-e6f14743b680_1-77,CORC 1000+,88521659-23e0-4e69-8d32-e6f14743b680,2025-10-23T16:20:46.056Z,2025,77,C07000000,"Enhanced Rock Weathering, 2022",442197,Enhanced Rock Weathering - Smallholder farmers in India,CORC 1000+,2024-05-01,2025-05-01,"350 Solutions, Inc."
11682c3c-8d44-4f3e-8321-5c93552d8cf5,Truecoco Ghana Ltd,2025-10-14T16:11:09.217Z,PURO_PR_CORC100+_GH_816220_2025_11682c3c-8d44-4f3e-8321-5c93552d8cf5_1-870,CORC 100+,11682c3c-8d44-4f3e-8321-5c93552d8cf5,2025-10-14T16:11:09.217Z,2025,870,C03000000,"Biochar, 2022",816220,Truecoco Ghana Ltd,CORC 100+,2025-04-01,2025-08-04,Earthood Services Limited
fbc41527-77be-43bf-a645-533fe58ec5bd,Net-Zero Richardton LLC,2025-09-30T13:07:03.843Z,PURO_PR_CORC1000+_US_353054_2025_fbc41527-77be-43bf-a645-533fe58ec5bd_1-69771,CORC 1000+,fbc41527-77be-43bf-a645-533fe58ec5bd,2025-09-30T13:07:03.843Z,2025,69771,C05000000,Geologically stored carbon,353054,Gevo North Dakota,CORC 1000+,2025-02-01,2025-06-30,"350 Solutions, Inc."
1ffb0719-63f8-4e9c-9e8d-faa44ea02cff,Eion Corp,2025-09-24T11:48:24.457Z,PURO_PR_CORC1000+_US_387867_2024_1ffb0719-63f8-4e9c-9e8d-faa44ea02cff_1-748,CORC 1000+,1ffb0719-63f8-4e9c-9e8d-faa44ea02cff,2025-09-24T11:48:24.457Z,2024,748,C07000000,"Enhanced Rock Weathering, 2022",387867,Eion - Twinterstellar 3021,CORC 1000+,2023-05-10,2024-12-03,"350 Solutions, Inc."
e2b2662c-c747-4e4a-9237-7ca8525a20ce,Exomad SRL,2025-09-15T13:00:35.711Z,PURO_PR_CORC100+_BO_432524_2025_e2b2662c-c747-4e4a-9237-7ca8525a20ce_1-7581,CORC 100+,e2b2662c-c747-4e4a-9237-7ca8525a20ce,2025-09-15T13:00:35.711Z,2025,7581,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2025-07-12,2025-08-11,EnergyLink Services Pty Ltd
e6a13efb-6422-458d-8142-fe012d80cb88,Novocarbo GmbH,2025-09-12T10:34:09.002Z,PURO_PR_CORC100+_DE_674019_2025_e6a13efb-6422-458d-8142-fe012d80cb88_1-137,CORC 100+,e6a13efb-6422-458d-8142-fe012d80cb88,2025-09-12T10:34:09.002Z,2025,137,C03000000,"Biochar, 2022",674019,Novocarbo Baltic Sea,CORC 100+,2025-03-01,2025-05-31,bio.inspecta AG
184b75e4-bd60-4c9d-877c-c6695ab65832,Varaha ClimateAg,2025-09-10T13:54:38.998Z,PURO_PR_CORC100+_IN_301704_2025_184b75e4-bd60-4c9d-877c-c6695ab65832_1-2481,CORC 100+,184b75e4-bd60-4c9d-877c-c6695ab65832,2025-09-10T13:54:38.998Z,2025,2481,C03000000,"Biochar, 2022",301704,Varaha Corn Seed Facility 1 : Pooling ID 301704,CORC 100+,2024-05-07,2025-05-15,Carbon Check (India) Private Limited
6af7b53d-fd18-4377-87ad-2596277adb3c,Exomad SRL,2025-09-09T14:32:43.477Z,PURO_PR_CORC100+_BO_292788_2025_6af7b53d-fd18-4377-87ad-2596277adb3c_1-4067,CORC 100+,6af7b53d-fd18-4377-87ad-2596277adb3c,2025-09-09T14:32:43.477Z,2025,4067,C03000000,"Biochar, 2022",292788,"Exomad Green, Riberalta",CORC 100+,2025-08-01,2025-09-01,EnergyLink Services Pty Ltd
30087a20-4c29-4ce8-a572-ada148c36cf6,Euthenia Energy Center S.L.,2025-09-01T09:37:22.208Z,PURO_PR_CORC100+_ES_272454_2025_30087a20-4c29-4ce8-a572-ada148c36cf6_1-1738,CORC 100+,30087a20-4c29-4ce8-a572-ada148c36cf6,2025-09-01T09:37:22.208Z,2025,1738,C03000000,"Biochar, 2022",272454,EUTHENIA ENERGY CENTER,CORC 100+,2025-04-01,2025-06-30,Normec Verifavia SAS
07b56be4-189a-4592-97fc-9b7b27954b9b,"Carbon Removal Solutions, Inc (dba Tierra Prieta)",2025-08-25T08:00:32.487Z,PURO_PR_CORC100+_MX_705515_2024_07b56be4-189a-4592-97fc-9b7b27954b9b_1-521,CORC 100+,07b56be4-189a-4592-97fc-9b7b27954b9b,2025-08-25T08:00:32.487Z,2024,521,C03000000,"Biochar, 2022",705515,Tierra Prieta - Parras,CORC 100+,2023-06-01,2024-11-30,EnergyLink Services Pty Ltd
e5c52f2f-04f9-4925-879c-ab3ebb33da21,Black Bull Biochar Ltd,2025-08-18T14:38:16.865Z,PURO_PR_CORC100+_GB_448190_2025_e5c52f2f-04f9-4925-879c-ab3ebb33da21_1-177,CORC 100+,e5c52f2f-04f9-4925-879c-ab3ebb33da21,2025-08-18T14:38:16.865Z,2025,177,C03000000,"Biochar, 2022",448190,BBB - AWJ_Newton Rigg (JNR),CORC 100+,2024-09-17,2025-05-19,EnergyLink Services Pty Ltd
7b46b8e2-0f86-4ef4-bdcc-8e6757710b63,Exomad SRL,2025-08-18T10:17:04.691Z,PURO_PR_CORC100+_BO_432524_2025_7b46b8e2-0f86-4ef4-bdcc-8e6757710b63_1-7818,CORC 100+,7b46b8e2-0f86-4ef4-bdcc-8e6757710b63,2025-08-18T10:17:04.691Z,2025,7818,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2025-06-12,2025-07-11,Energy Link Services Pty Ltd
147c6ea9-1ea0-458a-bb60-025d130fbb6a,Black Bull Biochar Ltd,2025-08-12T19:13:22.871Z,PURO_PR_CORC100+_GB_511686_2025_147c6ea9-1ea0-458a-bb60-025d130fbb6a_1-99,CORC 100+,147c6ea9-1ea0-458a-bb60-025d130fbb6a,2025-08-12T19:13:22.871Z,2025,99,C03000000,"Biochar, 2022",511686,BBB - Ahlstrom_Radcliffe,CORC 100+,2024-01-01,2025-04-23,EnergyLink Services Pty Ltd
d3abd10d-239b-4cf2-90f3-91865c94182a,Varaha ClimateAg,2025-08-12T14:25:11.761Z,PURO_PR_CORC100+_IN_407851_2025_d3abd10d-239b-4cf2-90f3-91865c94182a_1-1274,CORC 100+,d3abd10d-239b-4cf2-90f3-91865c94182a,2025-08-12T14:25:11.761Z,2025,1274,C03000000,"Biochar, 2022",407851,Varaha Corn Seed Facility 2 : Pooling ID 301704,CORC 100+,2025-02-08,2025-05-15,Carbon Check (India) Private Limited (CCIPL)
c6a068e1-538d-4741-9755-54755fa1d495,NetZero,2025-08-08T12:20:19.457Z,PURO_PR_CORC100+_BR_566645_2025_c6a068e1-538d-4741-9755-54755fa1d495_1-452,CORC 100+,c6a068e1-538d-4741-9755-54755fa1d495,2025-08-08T12:20:19.457Z,2025,452,C03000000,"Biochar, 2022",566645,NetZero-003-Brejetuba,CORC 100+,2025-03-01,2025-06-30,Bureau Veritas
cb14e788-ae82-4a6e-81d1-1d9b811ea70c,NetZero,2025-08-08T12:18:38.034Z,PURO_PR_CORC100+_BR_141608_2025_cb14e788-ae82-4a6e-81d1-1d9b811ea70c_1-873,CORC 100+,cb14e788-ae82-4a6e-81d1-1d9b811ea70c,2025-08-08T12:18:38.034Z,2025,873,C03000000,"Biochar, 2022",141608,NetZero-002-Lajinha,CORC 100+,2025-03-01,2025-06-30,Bureau Veritas
37964b61-a996-4f47-89b5-413aed9714e2,Bio-Logical,2025-08-08T12:15:09.289Z,PURO_PR_CORC100+_KE_664457_2025_37964b61-a996-4f47-89b5-413aed9714e2_1-278,CORC 100+,37964b61-a996-4f47-89b5-413aed9714e2,2025-08-08T12:15:09.289Z,2025,278,C03000000,"Biochar, 2022",664457,Bio-Logical Mt Kenya Biochar Project,CORC 100+,2024-03-22,2025-02-28,EnergyLink Services Ltd
fad56262-1812-47f9-9f68-59a28a6a4235,Bio-Logical,2025-08-08T12:14:17.889Z,PURO_PR_CORC100+_KE_664457_2025_fad56262-1812-47f9-9f68-59a28a6a4235_1-432,CORC 100+,fad56262-1812-47f9-9f68-59a28a6a4235,2025-08-08T12:14:17.889Z,2025,432,C03000000,"Biochar, 2022",664457,Bio-Logical Mt Kenya Biochar Project,CORC 100+,2024-03-22,2025-02-28,EnergyLink Services Ltd
e601a199-2c53-4a04-924f-253b0273c6bb,Exomad SRL,2025-08-05T07:10:04.612Z,PURO_PR_CORC100+_BO_292788_2025_e601a199-2c53-4a04-924f-253b0273c6bb_1-4106,CORC 100+,e601a199-2c53-4a04-924f-253b0273c6bb,2025-08-05T07:10:04.612Z,2025,4106,C03000000,"Biochar, 2022",292788,"Exomad Green, Riberalta",CORC 100+,2025-06-30,2025-07-31,EnergyLink Services Pty Ltd
2cd0e6c7-6f6d-44b8-b76c-c61394da98f8,Alcom Carbon Markets Pte Ltd,2025-08-01T15:01:40.438Z,PURO_PR_CORC100+_PH_227253_2025_2cd0e6c7-6f6d-44b8-b76c-c61394da98f8_1-132,CORC 100+,2cd0e6c7-6f6d-44b8-b76c-c61394da98f8,2025-08-01T15:01:40.438Z,2025,132,C03000000,"Biochar, 2022",227253,Alcom-01-NuevaEcijaPhilippines,CORC 100+,2023-12-12,2025-05-15,EnergyLink Services Pty Ltd
46cd1fd5-c20f-40d4-b1b0-8d597f41d9c9,Exomad SRL,2025-07-22T16:09:17.713Z,PURO_PR_CORC100+_BO_432524_2025_46cd1fd5-c20f-40d4-b1b0-8d597f41d9c9_1-6305,CORC 100+,46cd1fd5-c20f-40d4-b1b0-8d597f41d9c9,2025-07-22T16:09:17.713Z,2025,6305,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2025-05-13,2025-06-11,EnergyLink Services Ltd
4b7f88cb-8ef6-43a8-a61a-bc0709f64337,V-Grid Energy Systems,2025-07-21T06:28:43.344Z,PURO_PR_CORC100+_US_472483_2025_4b7f88cb-8ef6-43a8-a61a-bc0709f64337_1-80,CORC 100+,4b7f88cb-8ef6-43a8-a61a-bc0709f64337,2025-07-21T06:28:43.344Z,2025,80,C03000000,"Biochar, 2022",472483,V-Grid (c/o South Corner Dairy),CORC 100+,2024-03-01,2025-02-28,"350 Solutions, Inc."
eedbb076-97f8-4ab1-9f91-023bbf3a823c,First Climate (Switzerland) AG,2025-07-16T14:38:59.422Z,PURO_PR_CORC100+_CA_145827_2025_eedbb076-97f8-4ab1-9f91-023bbf3a823c_1-170,CORC 100+,eedbb076-97f8-4ab1-9f91-023bbf3a823c,2025-07-16T14:38:59.422Z,2025,170,C03000000,"Biochar, 2022",145827,Carbonity Biochar Production Canada,CORC 100+,2025-02-27,2025-05-21,"350 Solutions, Inc."
10f8981b-6982-4ed8-a6ec-1b7b001d82dd,Exomad SRL,2025-07-15T14:26:00.412Z,PURO_PR_CORC100+_BO_432524_2025_10f8981b-6982-4ed8-a6ec-1b7b001d82dd_1-8122,CORC 100+,10f8981b-6982-4ed8-a6ec-1b7b001d82dd,2025-07-15T14:26:00.412Z,2025,8122,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2025-03-25,2025-05-12,EnergyLink Services Pty Ltd
b8ea9d46-64c6-4cdc-a00c-a537740997f9,Climeworks AG,2025-07-08T11:40:35.014Z,PURO_PR_CORC1000+_IS_631817_2025_b8ea9d46-64c6-4cdc-a00c-a537740997f9_1-108,CORC 1000+,b8ea9d46-64c6-4cdc-a00c-a537740997f9,2025-07-08T11:40:35.014Z,2025,108,C05000000,Geologically stored carbon,631817,Orca plant,CORC 1000+,2025-03-01,2025-04-30,DNV Business Assurance Finland Oy Ab
55d2ef13-4083-4b07-a84e-5a058d952f8f,Exomad SRL,2025-07-01T12:09:14.901Z,PURO_PR_CORC100+_BO_292788_2025_55d2ef13-4083-4b07-a84e-5a058d952f8f_1-1229,CORC 100+,55d2ef13-4083-4b07-a84e-5a058d952f8f,2025-07-01T12:09:14.901Z,2025,1229,C03000000,"Biochar, 2022",292788,"Exomad Green, Riberalta",CORC 100+,2025-06-13,2025-06-29,EnergyLink Services Pty Ltd
24267230-df10-4c9a-842c-b98f59f3dbcc,Accend AS,2025-06-30T11:45:56.168Z,PURO_PR_CORC100+_DE_511285_2025_24267230-df10-4c9a-842c-b98f59f3dbcc_1-498,CORC 100+,24267230-df10-4c9a-842c-b98f59f3dbcc,2025-06-30T11:45:56.168Z,2025,498,C03000000,"Biochar, 2022",511285,"Carbon Cycle, 001, Rieden, DE",CORC 100+,2025-03-01,2025-05-31,bio.inspecta AG
54c7774d-dc19-4730-8be1-66b6bc354971,O.C.O Technology Limited,2025-06-27T13:50:14.371Z,PURO_PR_CORC1000+_GB_625222_2025_54c7774d-dc19-4730-8be1-66b6bc354971_1-1706,CORC 1000+,54c7774d-dc19-4730-8be1-66b6bc354971,2025-06-27T13:50:14.371Z,2025,1706,C09000000,Carbonated Materials,625222,Leeds Production Facility,CORC 1000+,2025-02-01,2025-03-31,"350 Solutions, Inc."
36204295-ac57-41eb-9c6f-2bfe9c667242,Euthenia Energy Center S.L.,2025-06-24T11:05:32.054Z,PURO_PR_CORC100+_ES_272454_2025_36204295-ac57-41eb-9c6f-2bfe9c667242_1-584,CORC 100+,36204295-ac57-41eb-9c6f-2bfe9c667242,2025-06-24T11:05:32.054Z,2025,584,C03000000,"Biochar, 2022",272454,EUTHENIA ENERGY CENTER,CORC 100+,2024-12-01,2025-03-31,Normec Verifavia SAS
da7844bc-9415-4e4a-851f-4a82cbaeb5b0,Exomad SRL,2025-06-19T12:58:22.707Z,PURO_PR_CORC100+_BO_292788_2025_da7844bc-9415-4e4a-851f-4a82cbaeb5b0_1-2436,CORC 100+,da7844bc-9415-4e4a-851f-4a82cbaeb5b0,2025-06-19T12:58:22.707Z,2025,2436,C03000000,"Biochar, 2022",292788,"Exomad Green, Riberalta",CORC 100+,2025-05-27,2025-06-12,EnergyLink Services Pty Ltd
83859b24-5043-4e4d-9f8d-3927d62a79b7,Exomad SRL,2025-06-17T11:40:05.825Z,PURO_PR_CORC100+_BO_432524_2025_83859b24-5043-4e4d-9f8d-3927d62a79b7_1-13058,CORC 100+,83859b24-5043-4e4d-9f8d-3927d62a79b7,2025-06-17T11:40:05.825Z,2025,13058,C03000000,"Biochar, 2022",432524,"Exomad Green, Concepción",CORC 100+,2024-03-22,2025-03-24,EnergyLink Services Pty Ltd
5d352fb8-da94-4633-86fd-3e122de1fe16,Applied Carbon Inc.,2025-06-13T06:43:13.432Z,PURO_PR_CORC100+_US_686528_2025_5d352fb8-da94-4633-86fd-3e122de1fe16_1-847,CORC 100+,5d352fb8-da94-4633-86fd-3e122de1fe16,2025-06-13T06:43:13.432Z,2025,847,C03000000,"Biochar, 2022",686528,Applied Carbon – Terra,CORC 100+,2024-12-10,2025-04-23,"350 Solutions, Inc."
d311a999-19c4-44a0-93bb-68d0404ef2cf,Exomad SRL,2025-05-30T13:12:39.515Z,PURO_PR_CORC100+_BO_292788_2025_d311a999-19c4-44a0-93bb-68d0404ef2cf_1-3658,CORC 100+,d311a999-19c4-44a0-93bb-68d0404ef2cf,2025-05-30T13:12:39.515Z,2025,3658,C03000000,"Biochar, 2022",292788,"Exomad Green, Riberalta",CORC 100+,2025-04-25,2025-05-26,EnergyLink Services Pty Ltd
f3e3c74d-fbf1-4f8a-bb17-634bbb225180,Biocare Projects Pty Ltd,2025-05-27T14:17:45.979Z,PURO_PR_CORC100+_AU_291133_2023_f3e3c74d-fbf1-4f8a-bb17-634bbb225180_1-579,CORC 100+,f3e3c74d-fbf1-4f8a-bb17-634bbb225180,2025-05-27T14:17:45.979Z,2023,579,C03000000,"Biochar, 2022",291133,Carbonchip Mobile Carboniser #1,CORC 100+,2023-04-01,2023-12-20,RSM Australia
32aeb0cb-1042-4a8a-a47d-8fd882927212,BC Trading AB,2025-05-22T12:32:55.668Z,PURO_PR_CORC100+_SE_752025_2024_32aeb0cb-1042-4a8a-a47d-8fd882927212_1-458,CORC 100+,32aeb0cb-1042-4a8a-a47d-8fd882927212,2025-05-22T12:32:55.668Z,2024,458,C03000000,"Biochar, 2022",752025,Nuntårp Gård,CORC 100+,2023-07-01,2024-08-31,bio.inspecta AG
b94fee8b-358e-48da-98b4-17a2c2276d21,Fasera Holdings Pty Ltd,2025-05-22T12:17:09.021Z,PURO_PR_CORC100+_AU_477900_2024_b94fee8b-358e-48da-98b4-17a2c2276d21_1-586,CORC 100+,b94fee8b-358e-48da-98b4-17a2c2276d21,2025-05-22T12:17:09.021Z,2024,586,C06000000,Terrestrial Storage of Biomass,477900,Fasera TSB Facility 1,CORC 100+,2024-03-01,2024-12-19,EnergyLink Services Pty Ltd
